,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_CITY_NOT_LIVE_CITY,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_7,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,ANNUITY_INCOME_PERC,PAYMENT_RATE
284134,429058,0,1,0,0,0.02461,-15891,-1217.0,-1742,1,0,1,0,0,11,0,0,0.5143926741308463,0.3706496323299817,0.0,0.0,-1193.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0937833333333333,0.099416961130742
111100,228901,0,1,1,1,0.04622,-18137,-9626.0,-1592,1,0,1,0,0,13,0,0,0.6588362436976286,0.7826078370261895,0.0,0.0,-1183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.1034,0.0719254312743461
21262,124775,0,0,1,0,0.035792,-10239,-2146.0,-2856,1,0,1,0,0,12,0,0,0.7570744047690611,0.5549467685334323,0.0,0.0,-710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12412,0.0444555873925501
110416,228083,0,0,1,0,0.019101,-20293,-8206.0,-3628,1,0,1,0,0,11,0,0,0.2533716311332267,0.6092756673894402,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.1558,0.0332911673703824
155974,280809,1,1,0,1,0.00702,-15851,-7758.0,-4127,1,0,1,1,0,8,0,0,0.4110499281462685,0.1359510441732951,1.0,0.0,-1881.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0966923076923076,0.0810967741935483
202624,334893,0,1,0,0,0.04622,-15856,-1203.0,-4582,1,0,1,0,0,19,0,0,0.6856287712028716,0.5108529061800121,0.0,0.0,-59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.16204,0.0482779168156358
163061,289045,0,1,0,1,0.04622,-18171,-2900.0,-1678,1,1,1,1,0,9,0,0,0.2638523004929805,0.5108529061800121,0.0,0.0,-332.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.2212,0.079
22406,126078,0,1,0,1,0.04622,-19700,-7070.0,-3244,1,1,1,0,0,10,0,0,0.7223143603969757,0.1766525794312139,0.0,0.0,-342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.1954,0.0579707278481012
212192,345898,0,1,0,0,0.00702,-8933,-5006.0,-1616,1,0,1,0,0,11,0,1,0.3931876143500499,0.2955826421513093,0.0,0.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1113,0.0800489067894131
198008,329579,0,1,0,0,0.0196889999999999,-18813,-10118.0,-2353,1,1,1,1,0,8,0,0,0.6166683085881166,0.5989262182569273,0.0,0.0,-2306.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.4275294117647059,0.061420410370821
111782,229686,1,1,0,0,0.01885,-22666,-1434.0,-4280,1,0,1,1,0,12,0,0,0.4574848757659312,0.5108529061800121,0.0,0.0,-3522.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1236666666666666,0.0306616638291542
187654,317540,1,1,0,1,0.010032,-10534,-1411.0,-3006,1,0,1,0,0,7,0,0,0.3475160599038145,0.4632753280912678,0.0,0.0,-864.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.1283333333333333,0.0275
105711,222667,0,0,1,1,0.072508,-16323,-8916.0,-3703,1,1,1,1,0,14,0,0,0.7682702476627273,0.5867400085415683,0.0,0.0,-2408.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.174075,0.0387479131886477
233141,370046,0,1,1,0,0.018801,-13821,-1474.0,-4946,1,0,1,0,0,8,0,0,0.5530274156045631,0.1963339662134567,0.0,0.0,-2032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.1451612903225806,0.05
240377,378409,0,1,0,1,0.016612,-21290,-3619.0,-3648,1,0,1,0,0,10,0,0,0.7187388109071496,0.4794489811780563,0.0,0.0,-2126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0394666666666666,0.0581075775422065
148398,272069,0,1,0,0,0.04622,-17052,-966.0,-588,1,0,1,1,0,11,0,0,0.752085385609042,0.5108529061800121,0.0,0.0,-621.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2178166666666666,0.038174048423703
91883,206704,0,1,0,1,0.02461,-18673,-12497.0,-440,1,0,1,0,0,18,0,0,0.7154293038043392,0.3001077565791181,0.0,0.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.1848387096774193,0.0510526831615242
258849,399561,0,0,1,1,0.0088659999999999,-10293,-3024.0,-2979,1,0,1,1,0,11,0,1,0.5542811298274647,0.4812493411434029,0.0,0.0,-1490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,0.1937307692307692,0.0293223891023402
8924,110385,0,0,1,0,0.01885,-10902,-7196.0,-2661,1,0,1,0,0,11,0,1,0.6065863918839188,0.6925590674998008,0.0,0.0,-1166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.1253428571428571,0.0489560433428931
258600,399274,0,1,1,0,0.020246,-15849,-5256.0,-3957,1,0,1,1,0,7,0,0,0.6613287414258265,0.8128226070575616,0.0,0.0,-1877.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.1875,0.05
159720,285156,0,1,0,0,0.028663,-17912,-6277.0,-1436,1,0,1,0,0,10,0,0,0.6445772756749333,0.5779691187553125,0.0,0.0,-2910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.1614919354838709,0.0396534653465346
273698,417231,0,1,0,0,0.04622,-19177,-9496.0,-2735,1,0,1,0,0,10,0,0,0.7344055076440443,0.7281412993111438,0.0,0.0,-1817.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0,0.07066,0.0424823240825357
44486,151543,0,1,1,1,0.030755,-13786,-1913.0,-5363,1,1,1,0,0,13,0,0,0.672278976201302,0.2764406945454034,0.0,0.0,-1005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1784333333333333,0.0789959122234847
306944,455620,0,1,1,1,0.04622,-14731,-221.0,-3448,1,0,1,0,0,17,0,0,0.5851368718216807,0.6769925032909132,0.0,0.0,-2146.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.1002823529411764,0.053275
306117,454676,0,1,0,0,0.04622,-19176,-6632.0,-2229,1,0,1,0,0,16,0,0,0.7348318250169911,0.7032033049040319,0.0,0.0,-1822.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1362,0.1135
90851,205486,0,1,0,1,0.018801,-8194,-626.0,-868,1,0,1,0,0,7,0,1,0.61854815815308,0.4848514754962666,0.0,0.0,-802.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.1348,0.0674
105847,222819,0,0,0,1,0.0116569999999999,-20939,-10357.0,-4038,1,0,1,0,0,10,0,0,0.5315639774783703,0.5108529061800121,0.0,0.0,-288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.15,0.05
223335,358680,0,0,1,0,0.072508,-15588,-8672.0,-4624,1,0,1,1,0,11,0,0,0.7213923356569986,0.6956219298394389,0.0,0.0,-1053.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.169775,0.055832346750855
16604,119370,0,1,1,1,0.035792,-15131,-6827.0,-3663,1,0,1,0,0,17,0,0,0.6477321198004351,0.4048783643353997,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1067586206896551,0.0293743714301979
106264,223293,0,0,0,1,0.0145199999999999,-24508,-11807.0,-4219,1,0,1,0,0,10,0,0,0.2637546211198896,0.511891801533151,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.4083333333333333,0.098
264269,406036,0,1,0,0,0.032561,-15241,-9344.0,-3820,1,0,1,1,0,15,0,0,0.7504099271635127,0.8633633824101478,0.0,0.0,-2089.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3169,0.0512120232708468
27468,131930,0,1,0,0,0.019101,-18908,-1139.0,-2456,1,0,1,0,0,12,0,0,0.4426722800290371,0.475849908720221,0.0,0.0,-302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0293398533007334
235107,372335,0,0,1,0,0.031329,-14038,-1673.0,-4890,1,1,1,0,0,12,0,0,0.1671367597390616,0.5108529061800121,0.0,0.0,-680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.0666666666666666,0.05
238948,376788,0,0,0,1,0.0072739999999999,-12798,-5196.0,-3002,1,0,1,0,0,17,0,0,0.7015388254649868,0.0005272652387098,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1659090909090909,0.0787724447513812
57351,166468,0,0,1,0,0.008575,-11695,-5343.0,-3738,1,0,1,0,0,17,0,0,0.5892448509547673,0.6512602186973006,0.0,0.0,-183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.144225,0.1082363977485928
223999,359449,0,1,1,1,0.008625,-9846,-4498.0,-2522,1,1,1,0,0,16,0,0,0.302749136754015,0.6397075677637197,0.0,0.0,-1198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1913333333333333,0.0574
265971,408111,1,0,0,0,0.018209,-11057,-5478.0,-3265,1,0,1,0,0,14,0,1,0.0419978463576083,0.5108529061800121,0.0,0.0,-805.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.18764,0.04691
168712,295563,0,0,1,0,0.035792,-13132,-7155.0,-4638,1,0,1,1,0,12,0,0,0.4161891890374616,0.5108529061800121,0.0,0.0,-203.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0714,0.0812718166641372
263356,404926,1,1,0,1,0.00496,-10272,-3867.0,-2935,1,0,1,1,0,12,0,0,0.3341493520582697,0.5108529061800121,0.0,0.0,-846.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1196666666666666,0.0469895287958115
5908,106918,0,1,0,0,0.00963,-14138,-8242.0,-3672,1,0,1,1,0,13,0,0,0.4112193427407464,0.3606125659189888,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.132074074074074,0.1050058892815076
274389,418060,1,1,0,1,0.035792,-15691,-9728.0,-5150,1,0,1,1,0,18,0,0,0.7056568516297648,0.7281412993111438,0.0,0.0,-1954.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.1386333333333333,0.0446085091169109
6883,108023,0,1,1,0,0.025164,-18147,-4290.0,-1542,1,1,1,1,0,13,0,0,0.5632843971890981,0.2225807646753351,0.0,0.0,-566.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.374,0.0403573895027624
262330,403669,0,0,1,0,0.020713,-18922,-2192.0,-2477,1,0,1,0,0,6,0,0,0.4287695118573854,0.6801388218428291,3.0,0.0,-1658.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.1728909090909091,0.0424964247407937
112249,230221,0,0,0,0,0.018209,-19115,-7180.0,-2527,1,0,1,0,0,9,0,0,0.5599895133360394,0.8327850252992314,0.0,0.0,-229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.2573,0.0294057142857142
117769,236559,0,0,0,0,0.022625,-8667,-3473.0,-1337,1,0,1,0,1,13,0,0,0.0458056750924081,0.5108529061800121,0.0,0.0,-245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,6.0,0.2495714285714285,0.0792678500127046
232245,369009,0,0,0,0,0.010966,-14881,-2835.0,-4767,1,0,1,0,0,9,0,0,0.5368909363864469,0.6363761710860439,0.0,0.0,-2123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.13435,0.0385012179395328
145041,268183,0,0,1,1,0.031329,-10018,-408.0,-1807,1,1,1,1,0,11,0,0,0.57976551309306,0.1183643263674006,0.0,0.0,-953.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1202666666666666,0.1128205128205128
46094,153404,0,0,1,0,0.018801,-9444,-3343.0,-2099,1,1,1,0,0,17,0,1,0.346232934284288,0.3092753558842053,0.0,0.0,-350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.1958181818181818,0.0426534653465346
191607,322177,0,1,0,0,0.0228,-22220,-4015.0,-4923,1,0,1,0,0,10,0,0,0.3374121605405065,0.6479768603302221,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.1472,0.0324705882352941
65290,175726,0,0,0,1,0.030755,-12111,-1654.0,-2740,1,1,1,0,0,12,0,0,0.6935206274920988,0.4294236843421945,0.0,0.0,-606.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.2565714285714285,0.03592
162393,288264,0,1,1,0,0.010006,-19267,-3985.0,-2816,1,0,1,1,0,13,0,0,0.6842177625816666,0.5388627065779676,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2799459459459459,0.0264518106134123
129460,250163,0,1,0,0,0.015221,-21063,-14126.0,-4281,1,0,1,1,0,10,0,0,0.6629235666085151,0.1096264336424546,0.0,0.0,-1606.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.05
270589,413651,0,1,0,1,0.010032,-20853,-3236.0,-4416,1,0,1,0,0,9,0,0,0.4097006623128167,0.3927738606031339,0.0,0.0,-1484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0629142857142857,0.04404
78357,190837,0,1,0,0,0.00496,-15893,-2611.0,-4424,1,0,1,0,1,14,0,0,0.287745266827632,0.7180328113294772,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,2.0,0.1014666666666666,0.0376981505944517
290304,436326,0,1,0,0,0.072508,-15194,-9127.0,-3327,1,0,1,1,0,17,0,0,0.4914087692934237,0.6380435278721609,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.130025,0.0672033285094066
169431,296379,0,1,0,0,0.01885,-11597,-10118.0,-1872,1,0,1,0,0,12,0,0,0.6892185782525789,0.237916079507114,0.0,0.0,-1341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0.1796,0.0293953975580215
235730,373049,0,1,1,0,0.035792,-22869,-7878.0,-4092,1,0,1,0,0,21,0,0,0.5173523055761707,0.4223696523543468,1.0,0.0,-494.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.13705,0.05482
227040,362985,0,1,0,1,0.0116569999999999,-16340,-3858.0,-607,1,1,1,1,0,10,0,0,0.0941013056702106,0.4632753280912678,0.0,0.0,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0908,0.0359177215189873
9556,111109,0,1,0,1,0.030755,-24634,-10148.0,-4697,1,0,1,0,0,12,0,0,0.7747957261103532,0.7091891096653581,0.0,0.0,-3187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1979285714285714,0.0979151943462897
273179,416663,0,1,1,1,0.072508,-22332,-12627.0,-4814,1,0,1,1,0,17,0,0,0.7113920815123682,0.6363761710860439,0.0,0.0,-2552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1158666666666666,0.03476
124315,244166,0,1,0,0,0.010966,-13658,-964.0,-4392,1,0,1,0,0,14,0,0,0.6599020366581232,0.25533177083329,0.0,0.0,-923.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0681,0.04878223495702
164334,290504,0,0,1,1,0.007305,-16108,-10168.0,-2222,1,0,1,1,0,9,0,0,0.6420784824889435,0.5937175866150576,0.0,0.0,-2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.046165,0.02638
99464,215478,0,1,0,0,0.025164,-21616,-3938.0,-4814,1,0,1,0,0,10,0,0,0.1923160541736026,0.7001838506835805,0.0,0.0,-2624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.1935,0.0293743714301979
200274,332174,0,0,1,0,0.007114,-23714,-883.0,-4085,1,0,1,0,0,12,0,0,0.2629358786975408,0.5108529061800121,0.0,0.0,-965.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.383025,0.0975984201809147
27206,131618,0,1,0,0,0.015221,-19410,-7929.0,-2933,1,0,1,0,0,8,0,0,0.3053496414728326,0.5334816299804352,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.2306153846153846,0.0545090909090909
291936,438209,0,0,0,0,0.04622,-18132,-6799.0,-1675,1,0,1,1,0,11,0,0,0.7386489478554435,0.6178261467332483,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.1172333333333333,0.0293572621035058
104674,221467,0,1,0,0,0.04622,-13248,-7020.0,-4449,1,0,1,0,0,13,0,0,0.720182085002674,0.6178261467332483,0.0,0.0,-259.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09004,0.0946912333838128
190877,321330,0,1,0,0,0.001276,-18249,-4547.0,-1770,1,0,1,0,0,10,0,0,0.5607814253156426,0.5108529061800121,1.0,1.0,-474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1466833333333333,0.0293366666666666
245314,383913,0,1,0,0,0.026392,-22287,-3771.0,-3736,1,0,1,0,0,17,0,0,0.71922482146448,0.3791004853998145,0.0,0.0,-1834.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.16364,0.0305298507462686
304488,452781,1,1,0,0,0.015221,-15180,-4043.0,-4080,1,1,1,1,0,9,0,0,0.2351013457143684,0.3077366963789207,0.0,0.0,-658.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.12409375,0.0527385252868678
246501,385296,0,1,0,0,0.025164,-11112,-241.0,-3412,1,0,1,0,0,8,0,0,0.2653117484731741,0.5673792367572691,1.0,0.0,-135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.16036,0.0324894241211079
7201,108382,1,0,0,0,0.020713,-9128,-1568.0,-1663,1,1,1,0,0,12,0,0,0.3054702521767245,0.5108529061800121,0.0,0.0,-1096.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.2281714285714285,0.0606470230862697
199969,331821,0,1,0,1,0.007114,-11107,-2371.0,-2216,1,0,1,0,0,16,0,1,0.5612876560786817,0.4848514754962666,0.0,0.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1164827586206896,0.0316647919010123
213126,346983,0,1,0,0,0.015221,-24721,-6986.0,-4482,1,0,1,0,0,11,0,0,0.1508643809193878,0.7352209993926424,0.0,0.0,-1682.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.16315625,0.0979549718574108
79699,192388,0,1,0,0,0.031329,-11058,-7404.0,-1608,1,0,1,0,0,7,0,0,0.5377825076312577,0.4188542886233217,1.0,1.0,-895.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.2147222222222222,0.0293474464304697
242909,381206,0,1,0,0,0.00496,-23151,-6065.0,-4916,1,0,1,1,0,11,0,0,0.7425892548304555,0.511891801533151,0.0,0.0,-460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.129475,0.0288202559821925
140135,262496,0,1,1,0,0.02461,-13953,-1776.0,-1091,1,0,1,0,0,10,0,0,0.6816560964868588,0.5108529061800121,0.0,0.0,-580.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.26438,0.026438
178157,306457,0,1,0,0,0.009175,-12831,-3868.0,-5043,1,0,1,1,0,10,0,0,0.6091196726432289,0.1624419982223248,1.0,0.0,-1665.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.1404,0.0368767908309455
224611,360154,0,0,1,1,0.0096569999999999,-12057,-4046.0,-3977,1,1,1,0,0,21,0,0,0.6237865658070427,0.5954562029091491,0.0,0.0,-2077.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3242666666666666,0.04864
131966,253057,0,0,1,0,0.022625,-21109,-10457.0,-4576,1,0,1,0,0,15,0,0,0.8012579613155189,0.5549467685334323,0.0,0.0,-831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1899729729729729,0.0606785220994475
122644,242193,0,1,0,1,0.025164,-19611,-6331.0,-3053,1,1,1,0,0,14,0,0,0.4847539725412073,0.1873887653772306,1.0,1.0,-1780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0.1053090909090909,0.048347245409015
116968,235639,0,1,0,1,0.003813,-23013,-4833.0,-4081,1,0,1,0,0,10,0,0,0.7107541248073208,0.5108529061800121,0.0,0.0,-1367.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2348,0.0370560756091842
32853,138073,0,1,0,0,0.035792,-21680,-1053.0,-1765,1,0,1,1,0,15,0,0,0.4043647695083937,0.6971469077844458,0.0,0.0,-70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,7.0,0.1214714285714285,0.0512299896973677
191744,322336,0,1,0,1,0.00712,-21467,-12131.0,-4817,1,0,1,0,0,9,0,0,0.6868247339444444,0.1075321758024709,0.0,0.0,-991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.24372,0.0354244186046511
